year,round,pick,club,player_name,recruited_from
1998,2,19,Collingwood,Nick Davis,NSW/ACT Rams
1998,2,20,Hawthorn,Michael Collica,East Fremantle Football Club
1998,2,21,Geelong,David Clarke,Geelong Falcons
1998,2,22,St Kilda,James Begley,Sturt Football Club
1998,2,23,Essendon,Chris Ladhams,North Adelaide Football Club
1998,2,24,Geelong,David Wojcinski,Gippsland Power
1998,2,25,Essendon,Aaron Henneman,Murray Bushrangers
1998,2,26,West Coast Eagles,Michael O'Brien,Bendigo Pioneers
1998,2,27,St Kilda,Steven Baker,Geelong Falcons
1998,2,28,Sydney Swans,Heath James,Port Adelaide Magpies
1998,2,29,Adelaide,Tyson Stenglein,Subiaco Football Club
1998,2,30,Western Bulldogs,Nicky Winmar,St Kilda
1998,2,31,North Melbourne,Gary Dhurrkay,Fremantle
1998,2,32,Adelaide,David Gallagher,Prahran Dragons
1998,3,33,Brisbane Lions,Craig Bolton,NSW/ACT Rams
1998,3,34,Adelaide,Bryan Beinke,Port Adelaide Magpies
1998,3,35,Collingwood,Brad Oborne,Preston Knights
1998,3,36,Essendon,Danny Jacobs,Prahran Dragons
1998,3,37,Port Adelaide,Adam Morgan,Oakleigh Chargers
1998,3,38,Carlton,Brendan Fevola,Dandenong Stingrays
1998,3,39,Port Adelaide,Toby Thurstans,Dandenong Stingrays
1998,3,40,Richmond,James White,Oakleigh Chargers
1998,3,41,Collingwood,Craig Jacotine,Dandenong Stingrays
1998,3,42,West Coast Eagles,Forfeit,-
1998,3,43,St Kilda,Damien Ryan,Richmond
1998,3,44,Collingwood,Heath Scotland,Western Jets
1998,3,45,Brisbane Lions,Aaron Shattock,Woodville-West Torrens Eagles
1998,3,46,Western Bulldogs,Jay Solomon,Geelong Falcons
1998,3,47,North Melbourne,Nicolas Lowther,Preston Knights
1998,3,48,Adelaide,Lucas Herbert,North Adelaide Football Club
1998,4,49,Fremantle,Garth Taylor,Swan Districts Football Club
1998,4,50,Collingwood,Damien Adkins,Gippsland Power
1998,4,51,Hawthorn,David Loats,Geelong Falcons
1998,4,52,Sydney Swans,Ryan O'Connor,Essendon
1998,4,53,St Kilda,Troy Schwarze,Prahran Dragons
1998,4,54,Port Adelaide,Derek Murray,Murray Bushrangers
1998,4,55,Richmond,Marc Dragicevic,Geelong Falcons
1998,4,56,Essendon,Ilija Grgic,West Coast Eagles
1998,4,57,West Coast Eagles,Andrew Embley,Swan Districts
1998,4,58,Carlton,Ian Prendergast,Oakleigh Chargers
1998,4,59,Sydney Swans,Dwayne Simpson,East Fremantle Football Club
1998,4,60,Melbourne,Luke Speers,Tassie Mariners
1998,4,61,Western Bulldogs,Ricky Symes,Murray Bushrangers
1998,4,62,North Melbourne,Tim van der Klooster,Geelong Falcons
1998,4,63,Adelaide,Clint Kirey,East Fremantle Football Club
1998,5,64,Fremantle,Andrew Shipp,Springvale Scorpions
1998,5,65,Collingwood,Lee Walker,Collingwood
1998,5,66,Hawthorn,Steven Rode,Dandenong Stingrays
1998,5,67,Carlton,Brett Backwell,"Northern Eagles, QAFL"
1998,5,68,Richmond,Matthew Greig,Richmond Supplementary List
1998,5,69,West Coast Eagles,Scott Bennett,East Fremantle Football Club
1998,5,70,St Kilda,Kurt Heazlewood,Tassie Mariners
1998,5,71,Sydney Swans,Simon Feast,Sturt Football Club
1998,5,72,Melbourne,Luke Taylor,Port Adelaide Magpies
1998,5,73,Western Bulldogs,Christin Macri,Western Bulldogs Supplementary List
1998,5,74,North Melbourne,Adam Lange,Sturt Football Club
1998,5,75,Adelaide,Ken McGregor,Woodville-West Torrens Eagles
1998,6,76,Collingwood,Rupert Betheras,Collingwood Supplementary List
1998,6,77,Hawthorn,Adrian Cox,Gippsland Power
1998,6,78,Carlton,Pass,
1998,6,79,Richmond,Ray Hall,NSW/ACT Rams
1998,6,80,Adelaide,Brodie Atkinson,Sturt Football Club
1998,6,81,St Kilda,Jacob Anstey,Carlton
1998,6,82,Sydney Swans,Pass,
1998,6,83,Melbourne,Pass,
1998,6,84,Western Bulldogs,Pass,
1998,6,85,North Melbourne,Shannon Motlop,North Adelaide Football Club
1998,7,86,Hawthorn,Kris Barlow,Hawthorn Supplementary List
1998,7,87,Carlton,Pass,
1998,7,88,Richmond,Pass,
1998,7,89,West Coast Eagles,Joel Duckworth,East Fremantle Football Club
1998,7,90,North Melbourne,Shane Clayton,Brisbane Lions
1998,8,91,Hawthorn,Pass,
1999,0,1,Collingwood,Josh Fraser,Murray Bushrangers
1999,0,2,Fremantle,Paul Hasleby,East Fremantle
1999,1,3,Richmond,Aaron Fiora,Port Adelaide Magpies
1999,1,4,Fremantle,Matthew Pavlich,Woodville-West Torrens
1999,1,5,Fremantle,Leigh Brown,Gippsland Power
1999,1,6,Brisbane Lions,Damian Cupido,Eastern Ranges
1999,1,7,Collingwood,Danny Roach,Tassie Mariners
1999,1,8,Geelong,Joel Corey,East Perth
1999,1,9,St Kilda,Caydn Beetham,Oakleigh Chargers
1999,1,10,Hawthorn,Luke McPharlin,East Fremantle
1999,1,11,West Coast Eagles,Darren Glass,Perth
1999,1,12,Port Adelaide,Paul Koulouriotis,Calder Cannons
1999,1,13,Western Bulldogs,Robert Murphy,Gippsland Power
1999,1,14,West Coast Eagles,Travis Gaspar,South Fremantle
1999,1,15,Geelong,David Spriggs,Prahran Dragons
1999,1,16,West Coast Eagles,David Haynes,Geelong Falcons
1999,1,17,Geelong,Ezra Bray,Calder Cannons
1999,2,19,Melbourne,Brad Green,Tassie Mariners
1999,2,20,Melbourne,Paul Wheatley,Preston Knights
1999,2,21,Sydney,Scott Stevens,Perth
1999,2,22,Richmond,Ezra Poyas,Prahran Dragons
1999,2,23,Geelong,Daniel Foster,Port Adelaide
1999,2,24,St Kilda,Jason Blake,Prahran Dragons
1999,2,25,Hawthorn,Brett Johnson,Swan Districts
1999,2,27,Port Adelaide,Cain Ackland,Port Adelaide
1999,2,28,Port Adelaide,Brent Guerra,Bendigo Pioneers
1999,2,29,West Coast Eagles,Adam Hunter,Swan Districts
1999,2,31,Geelong,Paul Chapman,Calder Cannons
1999,2,32,Western Bulldogs,Daniel Giansiracusa,Western Jets
1999,2,33,Hawthorn,Tim Clarke,Geelong Falcons
1999,2,34,Collingwood,Leon Davis,Perth
1999,3,35,Western Bulldogs,Patrick Wiggins,Tassie Mariners
1999,3,36,Adelaide,Rhett Biglands,Woodville-West Torrens
1999,3,37,Western Bulldogs,Mitch Hahn,Northern Eagles
1999,3,38,Geelong,Cameron Ling,Geelong Falcons
1999,3,39,Richmond,Scott Homewood,Eastern Ranges
1999,3,40,Essendon,David Hille,Dandenong Stingrays
1999,3,41,West Coast Eagles,Kane Munro,Bendigo Pioneers
1999,3,42,Melbourne,Michael Clark,Eastern Ranges
1999,3,43,Western Bulldogs,Lindsay Gilbee,Eastern Ranges
1999,3,45,Essendon,Marcus Pickett,Port Adelaide
1999,3,46,Fremantle,Adam Butler,Murray Bushrangers
1999,3,47,Geelong,Corey Enright,Port Adelaide
1999,3,48,Hawthorn,Chance Bateman,Perth
1999,3,49,Fremantle,Ben Cunningham,Claremont
1999,3,50,Melbourne,Matthew Whelan,Woodville-West Torrens
1999,4,51,Adelaide,Ricky O'Loughlin,Port Adelaide
1999,4,52,Richmond,Andrew Mills,Murray Bushrangers
1999,4,53,Kangaroos,Clayton Lassock,West Perth
1999,4,54,St Kilda,Murray Pitts,St Kilda Reserves
1999,4,55,Hawthorn,Tim Hazell,Southern Districts
1999,4,56,Sydney,Ryan O'Keefe,Calder Cannons
1999,4,57,Port Adelaide,Steven Brosnan,Port Adelaide
1999,4,58,Western Bulldogs,Patrick Bowden,Rovers
1999,4,59,Essendon,John Barnes,Geelong
1999,4,60,Carlton,Richard Kelly,Perth
1999,4,61,Kangaroos,Mark Ainley,Prahran Dragons
1999,4,62,Collingwood,Ben Johnson,Preston Knights
1999,4,63,Melbourne,Shannon O'Brien,Gippsland Power
1999,4,64,Melbourne,Cameron Bruce,Melbourne Reserves
1999,4,65,Adelaide,Justin Cicolella,Woodville-West Torrens
1999,4,66,Western Bulldogs,Ryan Hargrave,Perth
1999,5,67,Adelaide,Robert Shirley,Woodville-West Torrens
1999,5,68,St Kilda,Tony Delaney,Fremantle
1999,5,69,Hawthorn,Bill Nicholls,Geelong Falcons
1999,5,70,Sydney,Brett Allison,Kangaroos
1999,5,71,Port Adelaide,Not utilised,–
1999,5,72,Essendon,Robert Forster-Knight,Murray Bushrangers
1999,5,73,Carlton,Ryan Houlihan,Murray Bushrangers
1999,5,74,Kangaroos,Matthew Burton,Fremantle
1999,5,75,Collingwood,Dale Baynes,East Fremantle
1999,5,76,Fremantle,Not utilised,–
1999,5,77,Kangaroos,Lindsay Smith,Glenelg
1999,5,78,Richmond,Ty Zantuck,Western Jets
1999,5,79,Adelaide,Balraj Singh,West Adelaide
1999,5,80,Carlton,Jeremy Dukes,Prahran Dragons
1999,5,81,Kangaroos,Troy Makepeace,Kangaroos Reserves
1999,5,82,Collingwood,Nick Stone,Prahran Dragons
1999,6,83,Adelaide,Matthew Shir,Murray Bushrangers
1999,6,84,Richmond,Not utilised,–
1999,6,85,Hawthorn,Not utilised,–
1999,6,86,Carlton,Trent Hotton,East Burwood
1999,6,87,Kangaroos,Christian Woodley,Subiaco
1999,6,88,Collingwood,Michael W. Clark,Fremantle
1999,6,89,Adelaide,Not utilised,–
1999,6,90,Carlton,Andrew Merrington,St Bernards
1999,6,91,Adelaide,Not utilised,–
1999,6,92,Carlton,Adam Mathews,Murray Bushrangers
1999,6,93,Carlton,Joe Allen,Gippsland Power
2000,0,1,St Kilda,Nick Riewoldt,Southport Sharks
2000,1,2,St Kilda,Justin Koschitzke,Murray Bushrangers
2000,1,3,Collingwood,Alan Didak,Port Adelaide Magpies
2000,1,4,Carlton,Luke Livingston,Bendigo Pioneers
2000,1,5,West Coast,Andrew McDougall,Perth Football Club
2000,1,6,Kangaroos,Dylan Smith,Sandringham Dragons
2000,1,7,Adelaide,Laurence Angwin,Dandenong Stingrays
2000,1,8,Kangaroos,Daniel Motlop,North Adelaide Roosters
2000,1,9,Richmond,Kayne Pettifer,Murray Bushrangers
2000,1,10,Western Bulldogs,Jordan McMahon,Glenelg
2000,1,11,Carlton,Trent Sporn,North Adelaide Roosters
2000,1,12,Port Adelaide,Shaun Burgoyne,Port Adelaide Magpies
2000,1,13,Brisbane Lions,Ashley McGrath,South Fremantle Football Club
2000,1,14,Kangaroos,Daniel Harris,Bendigo Bombers
2000,1,15,Carlton,Simon Wiggins,Tasmanian Devils Football Club / Glenorchy Football Club
2000,1,16,Melbourne,Scott Thompson,Port Adelaide Magpies
2000,1,17,Essendon,James Davies,Xavier College
2000,2,18,West Coast Eagles,Daniel Kerr,East Fremantle Football Club
2000,,19,Collingwood,Jason Cloke,Eastern Ranges
2000,2,20,Port Adelaide,Kane Cornes,Glenelg Football Club
2000,2,21,Hawthorn,Nick Ries,Sandringham Dragons
2000,2,22,Brisbane Lions,Richard Hadley,East Fremantle Football Club
2000,2,23,Kangaroos,Drew Petrie,North Ballarat Rebels
2000,2,24,Sydney Swans,Luke Ablett,Gippsland Power
2000,2,25,Richmond,Mark Coughlan,Perth Football Club
2000,2,26,Western Bulldogs,Shane Birss,Gippsland Power
2000,2,27,Essendon,Ted Richards,Sandringham Dragons
2000,,28,Hawthorn,Steven Greene,Sandringham Dragons
2000,2,29,Brisbane Lions,Jamie Charman,Northern Eagles
2000,2,30,Kangaroos,Saverio Rocca,Collingwood
2000,2,31,Carlton,Blake Campbell,Murray Bushrangers
2000,2,32,Essendon,Sam Hunt,Geelong Falcons
2000,3,33,Brisbane Lions,Martin Pike,Kangaroos
2000,3,34,Collingwood,Ryan Lonie,Dandenong Stingrays
2000,3,35,Port Adelaide,Allan Murray,Murray Bushrangers
2000,3,36,West Coast Eagles,Jeremy Humm,North Ballarat Rebels
2000,3,37,Collingwood,Guy Richards,Eastern Ranges
2000,3,38,Adelaide Crows,Michael Handby,Dandenong Stingrays
2000,3,39,Fremantle,Adam McPhee,Dandenong Stingrays
2000,3,40,Richmond,Chris Hyde,Murray Bushrangers
2000,3,41,Richmond,Andrew Krakouer,South Fremantle Football Club
2000,3,42,Kangaroos,Daniel Pratt,Northern Eagles
2000,3,43,Hawthorn,Mark Williams,South Fremantle Football Club
2000,3,44,Geelong,Josh Hunt,Bendigo Pioneers
2000,3,45,West Coast Eagles,Trent Carroll,Claremont Football Club
2000,3,46,Carlton,Sean O'Keeffe,Murray Bushrangers
2000,3,47,Essendon,Jordan Bannister,Calder Cannons
2000,3,48,Adelaide Crows,Matthew Smith,Oakleigh Chargers
2000,4,49,Collingwood,Shane Wakelin,St Kilda
2000,4,50,Port Adelaide,Domenic Cassisi,East Fremantle
2000,4,51,Fremantle,Dion Woods,Perth
2000,4,52,Sydney Swans,Amon Buchanan,Geelong Falcons
2000,4,53,Adelaide Crows,Hayden Skipworth,Woodville-West Torrens
2000,4,54,Sydney Swans,Jarrad Sundqvist,Glenelg
2000,4,55,Richmond,Chris Newman,Dandenong Stingrays
2000,4,56,Western Bulldogs,Daniel Cross,Murray Bushrangers
2000,4,57,Richmond,Steven Sziller,St Kilda
2000,4,58,Hawthorn,Nathan Lonie,Dandenong Stingrays
2000,4,59,Brisbane Lions,Luke Hammond,Sandringham Dragons
2000,4,60,Kangaroos,Corey Jones,Sturt Football Club
2000,4,61,Carlton,Callan Beasy,Bendigo Pioneers
2000,4,62,Melbourne,Daniel Breese,Eastern Ranges
2000,4,63,Essendon,Marc Bullen,Murray Bushrangers
2000,5,64,St Kilda,Mark Gale,Fremantle
2000,5,65,Collingwood,Pass,
2000,5,66,Fremantle,Scott Thornton,Sandringham Dragons
2000,5,67,Adelaide Crows,Graham Johncock,Port Adelaide Magpies
2000,5,68,Sydney Swans,Pass,
2000,5,69,Richmond,Pass,
2000,5,70,Western Bulldogs,Wayde Skipper,West Perth
2000,5,71,Geelong,Daniel Lowther,Geelong Football Club
2000,5,72,Hawthorn,Pass,
2000,5,73,Melbourne,Ross Funcke,North Ballarat
2000,5,74,Essendon,Michael Davis,Sandringham Dragons
2000,6,75,St Kilda,Robert Powell,Richmond
2000,6,76,Fremantle,Pass,
2000,6,77,Adelaide Crows,Pass,
2000,6,78,Western Bulldogs,Pass,
2000,6,79,Geelong,Hamish Simpson,Geelong Football Club
2000,6,80,Melbourne,Mitchell Craig,Eastern Ranges
2000,6,81,Essendon,Pass,
2000,7,82,St Kilda,Daniel Wulf,St Kilda
2000,7,83,Western Bulldogs,Pass,
2000,7,84,Melbourne,Pass,
2000,8,85,St Kilda,Pass,
2000,9,86,St Kilda,Pass,
2000,10,87,St Kilda,Pass,
2001,0,1,Hawthorn,Luke Hodge,Geelong Falcons
2001,0,2,St Kilda,Luke Ball,Sandringham Dragons
2001,0,3,West Coast Eagles,Chris Judd,Sandringham Dragons
2001,1,4,Fremantle,Graham Polak,East Fremantle
2001,1,5,St Kilda,Xavier Clarke,St Mary's
2001,1,6,West Coast Eagles,Ashley Sampi,South Fremantle
2001,1,7,Kangaroos,David Hale,Broadbeach
2001,1,8,Geelong,Jimmy Bartel,Geelong Falcons
2001,1,9,Melbourne,Luke Molan,Geelong Falcons
2001,1,10,Western Bulldogs,Sam Power,Oakleigh Chargers
2001,1,11,Collingwood,Richard Cole,Eastern Ranges
2001,1,12,Adelaide,Brent Reilly,Calder Cannons
2001,1,13,St Kilda,Nick Dal Santo,Bendigo Pioneers
2001,1,14,Kangaroos,Ashley Watson,Bendigo Pioneers
2001,1,15,Port Adelaide,Barry Brooks,Tassie Mariners
2001,1,16,Hawthorn,Rick Ladson,Bendigo Pioneers
2001,1,17,Geelong,James Kelly,Calder Cannons
2001,1,18,Essendon,Shane Harvey,Northern Knights
2001,1,19,Brisbane Lions,Jason Gram,Gippsland Power
2001,2,20,Hawthorn,Daniel Elstone,Bendigo Pioneers
2001,2,21,St Kilda,Matt Maguire,Geelong Falcons
2001,2,22,West Coast,Mark Seaby,West Perth
2001,2,23,Geelong,Charlie Gardiner,Sandringham Dragons
2001,2,24,Geelong,Steve Johnson,Murray Bushrangers
2001,2,25,Melbourne,Steven Armstrong,Perth
2001,2,26,Melbourne,Aaron Rogers,NSW/ACT Rams
2001,2,27,Collingwood,Tom Davidson,Geelong Falcons
2001,2,28,Sydney,Mark Powell,Murray Bushrangers
2001,2,29,Sydney,Lewis Roberts-Thomson,NSW/ACT Rams
2001,2,30,Kangaroos,Rod Crowe,Sandringham Dragons
2001,2,31,Essendon,Joel Reynolds,Geelong Falcons
2001,2,32,Hawthorn,Campbell Brown,Oakleigh Chargers
2001,2,33,Richmond,David Rodan,Calder Cannons
2001,2,34,Essendon,Simon O'Keefe,Murray Bushrangers
2001,2,35,Brisbane Lions,Jarrad Wright,Woodville-West Torrens
2001,3,36,Hawthorn,Sam Mitchell,Box Hill Hawks
2001,3,37,St Kilda,Leigh Montagna,Northern Knights
2001,3,38,West Coast Eagles,Ashley Hansen,Oakleigh Chargers
2001,3,39,Carlton,Justin Davies,Murray Bushrangers
2001,3,41,Geelong,Henry Playfair,NSW/ACT Rams
2001,3,42,Western Bulldogs,Kieran McGuinness,Eastern Ranges
2001,3,43,Collingwood,Mark McGough,Murray Bushrangers
2001,3,44,Adelaide,Ben Finnin,Northern Knights
2001,3,45,Brisbane Lions,Nathan Clarke,Brisbane Lions
2001,3,47,Essendon,Andrew Welsh,Calder Cannons
2001,3,48,Hawthorn,Simon Cox,Western Bulldogs
2001,3,49,St Kilda,Josh Houlihan,Murray Bushrangers
2001,3,50,Essendon,Paul Salmon,Hawthorn
2001,3,51,Brisbane Lions,Pass,-
2001,4,52,Fremantle,Andrew Browne,Claremont
2001,4,53,Sydney,Daniel Hunt,South Fremantle
2001,4,54,Kangaroos,Ben Robbins,Brisbane Lions
2001,4,55,Melbourne,Brad Miller,Mt Gravatt
2001,4,56,Fremantle,Paul Medhurst,Claremont
2001,4,57,Western Bulldogs,Brent Colbert,Northern Knights
2001,4,58,Collingwood,Dane Swan,Calder Cannons
2001,4,59,Adelaide,Jacob Schuback,Gippsland Power
2001,4,60,Sydney,Adam Schneider,NSW/ACT Rams
2001,4,61,Kangaroos,Mick Martyn,Kangaroos
2001,4,62,Port Adelaide,Damon White,Perth
2001,4,63,Richmond,Adam Houlihan,Geelong
2001,4,64,Essendon,Daniel McAlister,Essendon
2001,5,65,Brisbane Lions,Pass,-
2001,5,66,Fremantle,Pass,-
2001,5,67,St Kilda,Pass,-
2001,6,68,Richmond,Chris Hyde,Richmond
2001,6,69,Geelong,Matthew McCarthy,Old Xaverians
2001,6,70,Melbourne,Pass,-
2001,6,71,Western Bulldogs,Brian Lake,Woodville-West Torrens
2001,6,72,Collingwood,Tristen Walker,Claremont
2001,6,73,Adelaide,Pass,-
2001,6,74,Sydney,Ricky Mott,South Fremantle
2001,6,75,Carlton,Sam Cranage,Carlton
2001,6,76,Port Adelaide,Jared Poulton,Port Adelaide
2001,6,77,Richmond,Marty McGrath,South Fremantle
2001,6,78,Essendon,Pass,-
2001,7,79,St Kilda,Pass,-
2001,7,80,Kangaroos,Hugh Foott,Bendigo Pioneers
2001,7,81,Geelong,David Johnson,Essendon Rookies
2001,7,82,Melbourne,Pass,-
2001,8,83,Western Bulldogs,Aaron James,Richmond
2002,1,1,St Kilda,Brendon Goddard,Gippsland Power
2002,1,2,Kangaroos,Daniel Wells,Peel Thunder
2002,1,3,Brisbane Lions,Jared Brennan,Southern Districts
2002,1,4,Western Bulldogs,Tim Walsh,Northern Knights
2002,1,5,Sydney Swans,Jarrad McVeigh,NSW/ACT Rams
2002,1,6,Port Adelaide,Steven Salopek,Dandenong Stingrays
2002,1,7,Geelong,Andrew Mackie,Glenelg
2002,1,8,Hawthorn,Luke Brennan,North Ballarat Rebels
2002,1,9,Kangaroos,Hamish McIntosh,Murray Bushrangers
2002,1,10,Essendon,Jason Laycock,Tassie Mariners
2002,1,11,Essendon,Jason Winderlich,Gippsland Power
2002,1,12,Richmond,Jay Schulz,Woodville-West Torrens
2002,1,13,Fremantle,Byron Schammer,West Adelaide
2002,1,14,Melbourne,Daniel Bell,Glenelg
2002,1,15,Melbourne,Nicholas Smith,Norwood
2002,2,16,Port Adelaide,Stephen Gilham,Oakleigh Chargers
2002,2,17,Western Bulldogs,Cameron Faulkner,Central District
2002,2,18,Kangaroos,Kris Shore,Eastern Ranges
2002,2,19,Brisbane Lions,Troy Selwood,Bendigo Pioneers
2002,2,20,Western Bulldogs,Will Minson,Norwood
2002,2,21,Collingwood,Bo Nixon,Calder Cannons
2002,2,22,St Kilda,Matthew Ferguson,Gippsland Power
2002,2,23,Geelong,Tom Lonergan,Calder Cannons
2002,2,24,West Coast Eagles,Paul Johnson,Dandenong Stingrays
2002,2,25,Kangaroos,Callum Urch,Western Jets
2002,2,26,Melbourne,Jared Rivers,North Adelaide
2002,2,27,Essendon,Darren Walsh,Sandringham Dragons
2002,2,28,Essendon,Tristan Cartledge,North Ballarat Rebels
2002,2,29,Collingwood,Luke Shackleton,Tassie Mariners
2002,2,30,Brisbane Lions,Daniel Merrett,Southport
2002,3,31,Kangaroos,Joel Perry,Eastern Ranges
2002,3,32,Adelaide Crows,Luke Jericho,West Adelaide
2002,3,33,Western Bulldogs,Brad Murphy,Calder Cannons
2002,,34,Sydney Swans,Sean Dempster,Gippsland Power
2002,3,35,Western Bulldogs,Scott Bassett,Port Adelaide
2002,,36,Geelong,Tim Callan,Geelong Falcons
2002,3,37,West Coast Eagles,Brent Staker,NSW/ACT Rams
2002,3,38,Kangaroos,Blake Grima,Eastern Ranges
2002,3,39,Melbourne,Gary Moorcroft,Essendon
2002,,40,Essendon,Jobe Watson,Sandringham Dragons
2002,3,41,Richmond,Tim Fleming,Carlton
2002,,42,Port Adelaide,Brett Ebert,Port Adelaide Magpies
2002,,43,Collingwood,Cameron Cloke,Eastern Ranges
2002,3,44,Brisbane Lions,Anthony Corrie,Nightcliff
2002,4,45,Carlton,Kade Simpson,Eastern Ranges
2002,4,46,St Kilda,Leigh Fisher,Sandringham Dragons
2002,4,47,Richmond,Bill Nicholls,Hawthorn
2002,4,48,Fremantle,Greg Edgcumbe,Eastern Ranges
2002,4,49,Western Bulldogs,Cameron Wight,Calder Cannons
2002,4,50,Sydney Swans,Josh Thewlis,Bendigo Pioneers
2002,4,51,Hawthorn,Tim Boyle,Geelong Falcons
2002,4,52,Geelong,Pass,
2002,4,53,West Coast Eagles,Adam Selwood,Bendigo Pioneers
2002,4,54,Melbourne,Cameron Hunter,Calder Cannons
2002,4,55,Fremantle,Ryan Crowley,Calder Cannons
2002,4,56,Adelaide,Robert Shirley,Adelaide
2002,4,57,Port Adelaide,Wade Champion,West Adelaide
2002,4,58,Collingwood,David King,Glenelg
2002,4,59,Brisbane Lions,Pass,
2002,5,60,Carlton,Cameron Croad,Oakleigh Chargers
2002,5,61,St Kilda,Pass,
2002,5,62,Richmond,Daniel Sipthorp,Calder Cannons
2002,5,63,Fremantle,Brett Doswell,NSW/ACT Rams
2002,5,64,Sydney Swans,Nick Malceski,Eastern Ranges
2002,5,65,Hawthorn,Lochlan Veale,Geelong Falcons
2002,5,66,Melbourne,Ryan Ferguson,Frankston
2002,5,67,Essendon,Steven Alessio,Essendon
2002,5,68,Adelaide Crows,James Begley,St Kilda
2002,5,69,Port Adelaide,Pass,
2002,5,70,Collingwood,Matthew Lokan,Port Adelaide Magpies
2002,5,71,Brisbane Lions,Pass,
2002,6,72,Carlton,Brad Fisher,Eastern Ranges
2002,6,73,St Kilda,Pass,
2002,6,74,Richmond,Pass,
2002,6,75,Fremantle,Pass,
2002,6,76,Sydney Swans,Pass,
2002,6,77,Adelaide Crows,Pass,
2002,6,78,Brisbane Lions,Pass,
2002,7,79,Carlton,Karl Norman,Wangaratta Rovers
2002,7,80,St Kilda,Pass,
2002,7,81,Richmond,Pass,
2002,7,82,Fremantle,Pass,
2002,7,83,Sydney Swans,Pass,
2002,8,84,Carlton,Mick Martyn,Kangaroos
2002,8,85,St Kilda,Pass,
2002,8,86,Richmond,Pass,
2002,8,87,Fremantle,Pass,
2002,9,88,St Kilda,Pass,
2003,0,1,Western Bulldogs,Adam Cooney,West Adelaide Football Club
2003,0,2,Carlton,Andrew Walker,Bendigo Pioneers
2003,0,3,Melbourne,Colin Sylvia,Bendigo Pioneers
2003,1,4,Western Bulldogs,Farren Ray,Peel Thunder Football Club
2003,1,5,Melbourne,Brock McLean,Calder Cannons
2003,1,6,Essendon,Kepler Bradley,West Perth Football Club
2003,1,7,Geelong,Kane Tenace,Murray Bushrangers
2003,1,8,St Kilda,Raphael Clarke,St Mary's Football Club
2003,1,9,Kangaroos,David Trotter,Calder Cannons
2003,1,10,Fremantle,Ryley Dunn,Murray Bushrangers
2003,1,11,West Coast Eagles,Beau Waters,West Adelaide Football Club
2003,1,12,Fremantle,Ryan Murphy,Gippsland Power
2003,1,13,Essendon,Brent Stanton,Northern Knights
2003,1,14,Adelaide Crows,Fergus Watts,Sandringham Dragons
2003,1,15,Port Adelaide,Troy Chaplin,North Ballarat Rebels
2003,1,16,Sydney Swans,Josh Willoughby,Glenelg Football Club
2003,1,17,Collingwood,Billy Morrison,Tassie Mariners
2003,1,18,Brisbane Lions,Llane Spaanderman,East Perth Football Club
2003,2,19,Fremantle,David Mundy,Murray Bushrangers
2003,2,20,West Coast Eagles,Sam Butler,Central District Bulldogs
2003,2,21,Richmond,Alex Gilmour,Tassie Mariners
2003,2,22,Geelong,Cameron Thurley,Tasmanian Devils Football Club
2003,2,23,Brisbane Lions,Matthew Moody,South Fremantle Football Club
2003,2,24,Kangaroos,Chad Jones,Claremont Football Club
2003,2,25,Hawthorn,Harry Miller,Port Adelaide (SANFL)
2003,2,26,West Coast Eagles,Daniel McConnell,Eastern Ranges
2003,2,27,Fremantle,Adam Campbell,North Ballarat Rebels
2003,2,28,Essendon,Jay Nash,Central District Bulldogs
2003,2,29,Sydney Swans,Tim Schmidt,West Adelaide Football Club
2003,2,30,Port Adelaide,Brad Symes,Central District Bulldogs
2003,2,31,Adelaide Crows,Joshua Krueger,Glenelg Football Club
2003,,32,Collingwood,Brayden Shaw,Northern Knights
2003,2,33,Brisbane Lions,Jed Adcock,North Ballarat Rebels
2003,3,34,Port Adelaide,Luke Peel,Sandringham Dragons
2003,3,35,Collingwood,Brent Hall,South Fremantle Football Club
2003,,36,Melbourne,Chris Johnson,East Fremantle Football Club
2003,,37,Richmond,Thomas Roach,Oakleigh Chargers
2003,,38,Geelong,Mark Blake,Geelong Falcons
2003,3,39,Port Adelaide,Robert Forster-Knight,Essendon
2003,3,40,Kangaroos,Eddie Sansbury,Central District Bulldogs
2003,3,41,Hawthorn,Zac Dawson,Calder Cannons
2003,3,42,Geelong,Matthew Spencer,Swan Districts Football Club
2003,,43,Fremantle,Brett Peake,East Fremantle Football Club
2003,3,44,Essendon,Ricky Dyson,Northern Knights
2003,3,45,Sydney Swans,Amon Buchanan,Sydney Swans
2003,3,46,Port Adelaide,Michael Pettigrew,West Perth Football Club
2003,3,47,Sydney Swans,Andrew Eriksen,Sandringham Dragons
2003,,48,Collingwood,Heath Shaw,Northern Knights
2003,3,49,Brisbane Lions,Tom Logan,Waratah Football Club
2003,4,50,Western Bulldogs,Izaac Thomson,Woodville-West Torrens Football Club
2003,4,51,Hawthorn,Matthew Ball,Box Hill Hawks
2003,4,52,Melbourne,Pass,
2003,4,53,Richmond,Daniel Jackson,Oakleigh Chargers
2003,4,54,Geelong,Pass,
2003,4,55,St Kilda,Sam Fisher,West Adelaide Football Club
2003,4,56,Kangaroos,Brent LeCras,West Perth Football Club
2003,4,57,Carlton,Ricky Mott,Fremantle rookie list
2003,4,58,Adelaide Crows,Ben Hudson,Werribee Football Club
